Book,Chapter,Verse,Scripture
40,27,59,"Oniaroa, Joséa bianikha'ihi ida Jesus aba'ona ava akasanakhamaki kania, bikarafoa'ihi makari jahakia. Ka'damahi ibavini biavikha'ihi. Ja'di hodijama'oki bodinia biobaiha'ihi ida Jesus aba'ona. Mahi ipohiriki viahania Joséa bihonaria'iki ida hodi khorahani ja'di karaho bodinia José abinina kamahini ka'damahana ibavini kaimoni. Vakadihojai hiki. Hari. Jesus aba'ona-ra obaivini naothinia, bika'oaha'ihi ida ja'di hodini kaathani, ja'di karahoa. Ajihi'aha ada José."
40,27,61,"Ja'di hodijama'oki viahania vavithi'aha adani Maria Madalena, Maria hoariha khama, José vakadibadani-ra vada vani'avini. José ajihina naothinia, va'ajihi'aha adani gamo jaboni.<CM>"
40,27,62,"<TS1>Sorara avakadava'aki ida ka'damahi ibavini<Ts>Hari. Ka'afokajomani vani vajoroni'ianaha adani sasidotxi vaka'da'diva, farisio vihiki khama Pilatos kania. Vakadi'akoiri kamahini hini kaba'i vani vajoroniki adani. Hari. Vani'a'aha ada Pilatos:<CM>"
40,27,63,"—Pilatos, akava'ihokiki ida Jesus kohana abinirina oadani haria ni'avini hi'iki athi:<CI><PI>“Radaha'ihi ida mahi ahoarabakosiki oahokiki bana ho.”<CI><PI0>Nimania ida korijanahi abono athi."
40,27,64,"Oniania va'ora honaria bana adani sorara Jesus ka'damana-ra avakadava'avini. Mahi ahoarabakosiki radaharini oadani vahojara kaimoni, kidipohi aba'ona bo'dihirija kaimoni. Vabo'diavini naothinia va'ora vani'aki bana adani vahoariha:<CI><PI>“Ahoki'iki ada Jesus.”<CI><PI0>Jahariki ida Jesus kohana kakorijanahi, jaharini arafiaki bana ida ipohina vakadikorijanahi, Jesus ahoki'ina-ra vakahivini bana — va'ora ni'aha adani sasidotxi vavaka'da'diva."
40,27,65,Pilatos va'ora ni'aha:<CM>—Jakaho va'ora ova'ahava adani kodisorara aba'oi ka'damani-ra avakadava'avini. Va'ora avavikha'a hadani sorara mahija Jesus ipohina aba'ona vabo'diaravini kaimoni.<CM>
40,27,66,"Ai vihi'aha adani sasidotxi vavaka'da'diva. Ka'damahi kania avikha'aha, avanathana'ihi ida ja'di katapani karaho namanija, avigaja kaimoni ida ija'ari avi'oirina ja'di kahodihi bodinia. Vanaibavivini naothinia va'ora vanahojaha adani sorara aba'oi ka'damahani ibavini-ra avakadava'avini.<CM>"
40,28,1,"<TS1>Ahoki'iki ada Jesus<Ts><TS3><i>(Marcos 16.1-8; Lucas 24.1-12; João 20.1-10)</i><Ts>Hari. Avakoirina kamahini naothinia, domingo vani, mahi avagani kama'dani avikha'ianaha adani Maria Madalena, Maria hoariha khama aba'oi ka'damahani kania vavanavanaha'aha.<CM>"
40,28,2,"Hari. Jorakia ho'doho'dodanoki'ihi ida arabo. Deus ibavi kaija'arini gaari'aha nama. Jesus ka'damahana kania akhanorari'aha. Biani'ihi ida ja'di, ja'di hodi jama'oki ka'oahajanaria kaimoni. Bianivini naothinia, vithi'aha ja'di namania."
40,28,3,Bahi kabanabanahi nokiana fori hiki ida Deus ibavi kaija'arini nokiana. Vaforini arafiaki ida kidimakari.
40,28,4,"'Dama kania vahojaki jaboni adani sorara. Vaimahidakaraho'aha, oniani ida va'ora nathararaja varai'a'ina, vaabiniki fori vihiki adani.<CM>"
40,28,5,"Oniaroa, 'dama kania avakhano'aha adani gamo. Gamo-ra va'ora ni'aha ada Deus ibavi kaija'arini:<CM>—Hari'a vaimahida! Oogaki ida Jesus ava akasanakhamakia aka'itapoamisahanaki-ra avanako'dihavini."
40,28,6,Ni-hida hojajanariha ada. Ada ahoki'aha. Nimania ida abinina viahania a'onira nava'isohijoravini hi'iki. Vada vani'ajakosi hida aba'ona hojani ibavini — va'ora ni'aha.<CL>
40,28,7,"Vara ni'a'ianaha ada Deus ibavi kaija'arini:<CM>—Ai vihi'a mahija Jesus ipohina-ra va'ora avanava'isohihavini, va'ora vani'a bana:<CI><PI>“Ada ahoki'aha Jesus.<CI>Galiléia kaarabonia a'onira naviahanokhaki bana ada.<CI>Idiaja avanokiki bana ada.<CI>Onivani fori hija ida kidivarani a'onira ni'ajoravini hiki.”<CI><PI0>Va'ora vani'a bana — Deus ibavi kaija'arini va'ora ni'aha adani gamo.<CM>"
40,28,8,"Hari. Ka'damahi ibavinia jorakia va'ajihi'aha adani gamo. Vaimahidakarahona kaba'i khai vakhanikaraho'aha jaboni. Vaki'darahaha'aha Jesus ipohina vakadiania va'ora vananamithavini hija kaimoni ida vanoki'iki, vakamitha'iki hiki.<CM>"
40,28,9,"Oniaroa, jorakia gamo vakadiania abono-ra nanokiaha ada Jesus. Bini'aha:<CM>—Deus a'onira no'aki a'oni va'i jahajahania!<CM>Jesu-ra vanamaakari'aha, 'dama vakajara'ba'ba'aha, Jesu-ra vakanamasivi'aha."
40,28,10,"Oniaroa, va'ora ni'aha ada Jesus:<CM>—Hari'a vaofini! Kodipohi kania avikha'a bana. Va'ora vanava'isohi bana: Galiléia kaarabonia avikha'a bana, idiaja oabono onanokiaki ho avakadiania.<CM>"
40,28,11,"<TS1>Sorara vara vavani'aki ida vanoki'iki<Ts>Hari. Ai vihi'aha adani gamo. Hagihia avikhana kaba'i, ai vihi'aha adani 'dama-ra avakadava'aki vaipohiriki. Sidajia avajoi'ina sasidotxi vavaka'da'diva vakadiania avikha'aha, va'ora vananamithavini hi'ihi ida vanoki'iki 'dama kania.<CM>"
40,28,12,"Oniaroa, sasidotxi vavaka'da'diva va'ora vakaboa'i'aha adani judeus kaija'ari vanava'isohiva abono vajoronina. Vaabono vakanava'isohikhama'aha:<CM>—Va'ora ano'aki bana adani sorara jiniro karahoa vananamithajanaria kaimoni ida vanoki'iki vahoariha vakadiania — vakhaniha.<CM>"
40,28,13,"Oniaroa, va'ora vani'aha adani sorara:<CM>—A'onira ano'avini hiki hida jiniro karaho Jesus monina-ra vara avavani'ajanaravini abosini. Vahoariha vakadiania vani'a bana:<CI><PI>“Joma vania avadina kaba'i,<CI><PI2>vikha'aha adani Jesus<CI>ipohina, aba'oi-ra vabo'diaha'aha.”<CI><PI0>Vani'a bana."
40,28,14,"Pilatoa vahabini bikamithaki bana ida varani avihini, haria nana'dohivini hiki ida avavadini varani hini. Pilato-ra anaariakaki bana hari avakadimoni, jaharikia a'onira arakharara kaimoni — sorara-ra vani'aha adani sasidotxi vavaka'da'diva.<CM>"
40,28,15,"Hari. Sorara vagathani'ihi ida jiniro, sasidotxi vavaka'da'diva vaathi-ra vanaaba'aha, ni-vara vavani'a'iki ida vanoki'iki. Vara vavani'a'ihi ida sasidotxi vavaka'da'diva va'ora vahonariavini hiki. Judeus kaija'ari vaipohikia vakamitha'ihi ida sorara vakadikorijanahi. Asia mani judeus kaija'ari vaipohiki vakadikorijanahi-ra vakajari'dariha.<CM>"
40,28,16,<TS1>Kidipohi vakadiania abono-ra nanokia'iki ada Jesus<Ts><TS3><i>(Marcos 16.14-18; Lucas 24.36-49; João 20.19-23; Atos 1.6-8)</i><Ts>Hari. Galiléia kaarabonia avikha'aha adani Jesus ipohina 11 vihiki. Arabo namahiki Jesua bivava'isohihijoraki kania avikha'aha.
40,28,17,"Avakhano'aha, Jesu-ra vanoki'aha, vakanamasivi'aha. Vahoariha vanokivini kaba'i vava'i kosakhamani hini.<CM>"
40,28,18,"Hari. Jesus va'ora anamaakari'aha, va'ora ni'a'aha:<CM>—Ogathaniki ida ogahai danoki hahavi ovaka'da'dija kaimoni ida hahavi namajaja hojaki, arabo hojaki jaboni. Okaabokaki ida hahavi onofiki."
40,28,19,"Oniani ida arabo hahavi kaija'arini vaibavia avarikhani-ra ohonariavini hija. Vara vavani'a bana hida omonina mahija oathi-ra vanaabavini, oipohina vihira kaimoni. Va'ora vikana bana adani kodiania vaabono gahinai vanihaki. Va'ora avikanavini kamahini vidioni bana ida Deus akadiabi'i onina, vidioni jaboni hida oonina, Deus kaisai ohina, vidioni jaboni ida Ma'onahai Jahaki onina mahija Deus kaija'ari vihina."
40,28,20,Va'ora vaka'ojomo'ivinihi bana hida kodihonari hahavi-ra vanaabavini. Vakava'ihokiha'oadahaha bana ida avakadiania ohojana mahi hahavi. Mahi anokhomirini oadani ohojahaha'oadahaki bana ho avakadiania — va'ora ni'aha ada Jesus.<CM>Hari ida vani oamani Mateus kavarani anokhomi'ini.<CM>
41,1,1,<TS1>MARCOS<Ts><TS2>Marcoa vara bivani'aki ida Jesus monina jahaki<Ts><TS1>João Batista varani hina<Ts><TS3><i>(Mateus 3.1-12; Lucas 3.1-18; João 1.19-28)</i><Ts>Jesus Cristo kavarani hiki ida monina jahaki. Deus kaisai ada Jesus Cristo.
41,1,2,"Hida vani varani moni jahaki kama'dani. 'Bo'dakari hojaki ada Deus athi namoniva abono Isaías oniki. Isaías kohana binajiri'iki ida Deus athi kapapirani pitani. Bini'aki:<CM>—Deus Jesu-ra nava'isohivini:<CI><PI>“Kodisai, iokhani viahania<CI><PI2>okaronaki bana ada makhira oathi avikhava abono hira kaimoni.<CI><PI>Ovari va'ora nava'isohiki adani ija'ari hahavi<CI><PI2>ikaikahini-ra vanaviahanokhara kaimoni.<CI> <PI>Oniaroa, amasia hojaki bana ada iviahania okaronaki,<CI><PI2>ija'ari-ra va'ora ni'a'aha bana athi 'barakia:<CI><PI>‘Amaakariki ida akadika'da'di kaikahina kamahini.<CI>Vanamonaha'a ida hagihi<CI><PI2>sohiki<CI>akadika'da'dia bivaadahaki kaimoni.<CI><PI>Vanajaha'a ida hagihi kidimoni.’ ”<CI><PI0>Nimania ida Isaías kohana athi papira hojaki.<CM>Isaías kohana vara bivani'aki ida hagihi-ra najahaki, kidivarani ka'oa ida ija'ari kamahi-ra nasohija.<CM>"
41,1,4,"Hari. Oniaroa, kaikahi'aha ada makhira Deua bikaronaki, onina João Batista. Amasia hojaki ada. Kagorarihi ida amasi. Hari. Va'ora nava'isohibakhiaki adani ija'ari vaipohiki. Va'ora ni'avini:<CM>—Jahari kahojai-ra vakava'ipahinika'oa bana. Hari'a vanofijana bana ida Jahari kahojaia avakahojaibakhiani mahija a'onira okanavini, Deua bina'biraja kaimoni ida avakadihojai asohiriki bada avani'abakhiaki — va'ora ni'aha ada João Batista. João Batista kania vakhano'aha adani ija'ari vaipohiki. Judéia kaaraboni kaija'arini João kani-ra avanikhabakhiaki. Jerusalém sidaji kaija'arini João kani-ra avanikhabakhiaki jaboni. João kavarani-ra vakamithavini-ra vanofiki. Deus kania vara vavani'avini hiki ida vakadihojai asohiriki hahavi. Vakava'ipahinivini vanofivini, Deus bina'biraja kaimoni ida vakadihojai asohiriki. Vara vavani'avini naothinia, João va'ora kana'aha afohanana Jordão vaini onikia. João Batista kamakari hiki ida camelo asafi amonahaki. Bikaimahaki jaboni jararia baasafi kacinturãohi. Kidi'bai hiki omavari fori hiki, bahina a'bana hiki."
41,1,7,"Hari. João Batista ija'ari-ra va'ora ni'aha:<CM>—Onaothia khaki bana ada hoariha. Ka'da'di ka'oa ada ovari. Hovani kidihonai abono ho. Arafiaki ida kidihojai asohika'oani. Kodihojai jahani fori hirihi ida kidihojai jahani arafiaki, kaba'i hora nagathogathoha oakodiara kaimoni."
41,1,8,Hovani a'onira okanaja paha bodinia. Ovaria bikaronaki bana ada Ma'onahai Jahaki avava'ini-ra nahonariahihiki kaimoni — va'ora ni'aha ada João Batista.<CM>
41,1,9,"<TS1>Joãoa bikanaki ada Jesus<Ts><TS3><i>(Mateus 3.13-17; Lucas 3.21-22)</i><Ts>Oniaro kari, Galiléia kaarabonia hojaha ada Jesus. Nazaré sidajia hojaha. Oniaroa, ajihi'aha, okha'aha Jordão vaini onikia. João Batista kania akhanofoni'aha. Joãoa bikana'aha ada Jesus vainia."
41,1,10,"Jesus kanana naothinia ogaimori'aha. Binoki'ihi ida nama arabikhajahavahaki, binokiha jaboni ada Ma'onahai Jahaki gari'ina kidiania, ho'doko aagariki fori hina."
41,1,11,Nama kamithavahaki ida Deus athi:<CM>—Ivani kodisai i. Ira onofijahakiki i. Khai oni'aki ida ihojani.<CM>
41,1,12,"<TS1>Jaharia bikaboroboroki<Ts><TS2>ada Jesus<Ts><TS3><i>(Mateus 4.1-11; Lucas 4.1-13)</i><Ts>Oniaroa, Ma'onahai Jahakia bihonariaha ada Jesus amasia okhana. Kaija'aririhi ida amasi."
41,1,13,"Hari. 40 mahi vani hojara ada Jesus amasia. Mahi hahavi okhaha ada Jahari Jesus kania bikaborobakhia'aha ada Jesus, bada bini'aja kaimoni ida badani Deua bivajahariki. Jesua ni-bikapoaripa'itxiki ida athi. Tapo'ija vahojaki jaboni amasia. Oniaroa, vigaariha adani Deus ibavi kaija'arini Jesu-ra akadava'ara kaimoni.<CM>"
41,1,14,"<TS1>Jesus kabadani kama'dani Galiléia kaarabonia<Ts><TS3><i>(Mateus 4.12-17; Lucas 4.14-15)</i><Ts>Hari. Arabo kaka'da'dinia gathana bivahonariahi'aha ada João Batista, cadeia avibaira kaimoni. Hari. Oniaroa, Galiléia kaarabonia okha'aha ada Jesus. Ija'ari-ra vara va'ora ni'avini hi'ihi ida Deus monina jahaki."
41,1,15,Va'ora ni'aha:<CM>—Hidakaba'i Deua binofiki ida athi avanaabavini. Maakariki ida mahi Deus ija'ari hahavi-ra vaka'da'divini. Avakadihojai asohiriki-ra vakava'ipahinika'oa bana. Hari'a vanofijana. Vavakaijokaka'oa bana ida Deus monina varani hini. A'onira akava'ijoavini-ra nofiki bana ada — va'ora ni'aha ada Jesus.<CM>
41,1,16,"Oniaroa, Galiléia 'dako vadinia khabaoniha ada Jesus, va'ora kanokiha adani araba abono vi'bamiki vakatahafahaki. Aajojahiki Simão Pedro, kajo'ojahiki André."
41,1,17,Jesus va'ora kani'aha:<CM>—Hora vavaipohiha mahija badani hoariha a'onira oka'ojomo'ivini. A'onira oka'ojomo'ivini hiki ija'ari vahoariha-ra avakaboa'ivini kodija'ari vihira kaimoni — va'ora ni'aha ada Jesus.<CM>
41,1,18,"Oniaroa, vakahagi kabodinia vakanahoja'ihi ida vakaditahafa, Jesu-ra vavaipohiha'aha.<CM>"
41,1,19,"Avikha'ianaha adani Jesus, va'ora vakanokiha adani araba abono vahoariha vako'bamiki, vakadiabi'i khama. Aajojahiki Tiago, kajo'ojahiki João. Vakadiabi'i Zebedeu oniki. Vakahagi kabodinia vahojaki adani. Bada vakhaniki adani tahafa-ra avakanaja'divini."
41,1,20,"Jesus va'ora baranahaha adani vi'bamiki:<CM>—Hora vavaipohiha!<CM>Jorakia vakahagi-ra vakanahojaha'aha. Vakaamina'aha ada vakadiabi'i, vakadihonai abono vihiki jaboni, Jesu-ra vavaipohiha'aha. Avikha'aha.<CM>"
41,1,21,"<TS1>Jesua bianaihotaki ada makhira kabajadiki<Ts><TS3><i>(Lucas 4.31-37)</i><Ts>Hari. Cafarnaum sidaji onikia avakhanoha adani Jesus, vahoja'aha. Avakoirina kamahini judeus kaija'ari Deu-ra vara vani'avini kagorania avi'oi'aha. Va'ora ka'ojomo'i'aha adani ija'ari vajoroni'iki."
41,1,22,"Vakava'ibodivaraniki ida va'ora ka'ojomo'ivini niha ninini Jesua biogajahakiki ida nahina Deua binofiki, oniani ida Deus athia va'ora ka'ojomo'ijahakivini hija. Judeus kaija'ari vaka'ojomo'iva abonoa ni-avigajahakiki, Jesus fori vihiriha adani.<CM>"
41,1,23,"Hari. Oniaroa, judeus kaija'ari Deu-ra vara vani'avini kagorania hojaha ada makhira kabajadiki. Bodi'baraha'aha:<CM>"
41,1,24,"—Jesus, nahina hida akadiania inofija? Haria inihimamaniki i koda? Ira oogaki ho. Ivani ijahaka'oaki i, Deus ira karonavini hida ikhani — makhira bini'aha ada Jesus."
41,1,25,"Oniaroa, Jesua bikaabani'ihi ida bajadi:<CM>—Avisoni'a! Makhira kania akara'o'a bana!<CM>"
41,1,26,"Hari. Bajadia binarai'aha ada makhira, bodi'bara'ihi, ajihi'ihi."
41,1,27,"Vahoariha mitha vani'a'ihi, vakava'ibodivarani'ihi ida Jesus kavarani. Vaabono vakani'akhama'aha:<CM>—Nahina nimania ida Jesus ka'ojomo'ihi athini ja'dini akamithabiinini'iki. Ka'da'di oamani ada Jesus. Ovaria bikaabokaki ida bajadi akara'o'ini-ra honariavini. Bajadia binaaba'iki ida athi — vaabono vakani'akhama'aha."
41,1,28,Ija'aria vara avavani'aoni'iki ida Jesus varani hina. Galiléia kaaraboni kaija'arini vaipohikia vakamitha'ihi.<CM>
41,1,29,"<TS1>Jesua bianaihotaki ida Simão Pedro kamasodini<Ts><TS3><i>(Mateus 8.14-15; Lucas 4.38-39)</i><Ts>Hari. Oniaroa, judeus kaija'ari Deu-ra vara vani'avini kagorania ai vihi'aha adani Jesus, kidipohi khama, Tiago João vihiki. Simão, André vihiki vagorana avikha'aha adani Jesus. Vakaikahiha, gora bodinia avi'oi'aha.<CM>"
41,1,30,"Simão kamasodini kabaravaki, omaki. Jesu-ra vara vani'avini hi'ihi hida kidikavamoni."
41,1,31,"Bivi'omaki kania okhamiha ada Jesus, sa'ani biagathi'ihi, bikajoamoravini biragama'ihi. Oniaroa, jorakia radaha'ihi ida kidibarava, va'ora kahinanika'ihi.<CM>"
41,1,32,"Hari. Mithani vaivaini vani, Jesus kania ija'ari va'ora vavikha'aha adani ija'ari vahoariha vaipohiki vakavamoniki. Vakabajadiki-ra va'ora vavikha'avini jaboni.<CM> Gora banininija vajoronihahaviha adani sidaji kaija'arini vâipohiki bakatha."
41,1,34,"Vakavamoniki-ra va'ora anaihota'aha ada Jesus. Ipohiki ida vakadikavamoni. Ija'ari vaipohiki vakavamoniki ava'aihota'iki afohanana. Jesua bihonariahi ida bajadi akara'o'ini ija'ari kania, akara'omani'ihi. Bajadia avigaki ada Jesus Deus kaisai hina, oniani ida Jesus bajadi vara vakhanina-ra va'aharavini hija.<CM>"
41,1,35,"<TS1>Galiléia kaarabonia aadahaoniki ada Jesus<Ts><TS3><i>(Lucas 4.42-44)</i><Ts>Hari. Oniaroa, ka'afokajomani avagarini vani gama'aha ada Jesus, ajihi'aha, kaija'aririki kani-ra anikhaha'avini. Amasia kaikahi'aha, Deu-ra vara ni'aha.<CM>"
41,1,36,"Oniaroa, vanokho'afora'aha adani Simão. Ai vihi'aha, Jesu-ra avanako'dionivini."
41,1,37,"Vakaraga'aha, Jesu-ra vani'a'aha:<CM>—Ira vanako'dihahaviki adani ija'ari vâipohiki — vani'aha ada Jesus."
41,1,38,"Va'ora ni'aha:<CM>—Ija'ari vahoariha vaibavi maakarikia aokha'ava mahija Deus athia va'ora okanamonivini, oniani hida hora arakhaja — va'ora ni'aha ada Jesus.<CM>"
41,1,39,"Oniaroa, avaadahaoni'aha Galiléia kaaraboni kaibavinia vahihavi'aha. Judeus kaija'ari Deu-ra vara vani'avini kagorani hahavia va'ora kanamonivini hiki hida Deus athi. Jesus va'ora nokiha adani ija'ari vakabajadiki, bajadi akara'o'ini-ra honaria'aha.<CM>"
41,1,40,"<TS1>Jesua binajahaki ada makhira kavamonia asafi namani binajahariki<Ts><TS3><i>(Mateus 8.1-4; Lucas 5.12-16)</i><Ts>Hari. Jesus kania kha'aha ada makhira kavamoniki. Asafi hahavi namani-ra najaharikia kakavamoniki ada. Binamaakari'aha, kajo'atharari'aha Jesus viaha. Bini'aha:<CM>—Jesus, hora kajoamora bana. Hora inajahavini-ra inofihi; hora inajahahi — niha ada makhira."
41,1,41,"Jesua binakaidivamaniha, bikanaibavi'ihi ida sa'a makhira namana, bikadasa'aha, bini'aha:<CM>—Ha'a. Onofiki ida ira onajahavini.<CM>"
41,1,42,Vara nina kaba'i avisoni'ihi ida kidikavamoni asafi namania. Jaha'aha ada makhira.
41,1,43,"Hari. Jesua bikaabanidanoki'aha:<CM> —Hari'a bana vahoariha-ra nanamitha'a ira onajaha'avini. Okha'a bana sasidotxi kania mahija iasafini namani-ra nokivini, biogaja kaimoni ida ijaha'ini. Deus kava'isohihi jirikia bihonaria'iki ida ija'ari jaha'iki Deu-ra kanava'igavini igitha abononi aha'dikia vahoariha avigaja kaimoni ida jaha'iki.<CM>Sasidotxi ira nokivini naothinia inaaba'a bana ida Deus kava'isohihi jiriki. Okha'a bana mahija oathi-ra inaabavini — Jesua bini'a'aha.<CM>"
41,1,45,"Hari. Ajihi'aha ada makhira. Ija'ari vaipohiki vakadiania vara biavani'aoni'ihi ida Jesua bianaihota'avini. Sidaji bodinia ija'ari vaipohikia vanokhaha ada Jesus kaikahina. Oniaroa, ni-o'oijanaki ada Jesus sidajia. Amasia, ibavi kagorariki kania hoja'aha. Ibavi ipohikia avikhaonaninanibakhia'aha adani ija'ari Jesus kani-ra avanikhaha'avini.<CM>"
41,2,1,<TS1>Jesua bianaihotaki ada makhira adahariki<Ts><TS3><i>(Mateus 9.1-8; Lucas 5.17-26)</i><Ts>Hari. Mahi hoariha Cafarnaum sidajia ajoi'aha ada Jesus. Jorakia okhaoni'ihi ida varani gorana bodinia hoja'ina.<CM>
41,2,2,"Hari. Vajoroni'aha adani ija'ari vaipohiki, vanaji'bini'ihi ida gora bodini. Ni-hojajanaki ida ibavi gora bodinia. Gora kaathani banininija vahojaki jaboni adani ija'ari vaipohiki. Jesus va'ora kanamonivini hi'ihi ida Deus athi.<CM>"
41,2,3,"Hari. Jesus kania vavikha'aha ada makhira jo'o aba'oronisiagaki, makhira avako'bamahakhamakia vakaiba'i'aha."
41,2,4,"Gora ji'biniki ija'ari vâipohikia, ni-nihanikia makhira jo'o aba'oronisiagaki-ra avavi'oiki gora bodinia. Ni-vakaabokaki ida Jesus kania vamaakarina.<CM>Oniaroa, avavikasiha gora 'da'dini a'ani sohiriama'okia avavikasi'aha. Vana'bakhamanani'ihi ida gora 'da'dini a'ani, kharani'ihi, jorai damomisikia avanahiririrari'aha ada makhira Jesus viaha."
41,2,5,"Jesus abono-ra ni'aha:<CM>—Vakajari'darihi hida makhira jo'o aba'oronisiagaki-ra oanaihotavini-ra okaabokavini.<CM>Oniaroa, makhira kavamoniki-ra ni'a'aha:<CM>—Kodisai. 'Bira'iki ida kadahojai asohiriki — niha ada Jesus.<CM>"
41,2,6,Hari. Vavithiriahana vakaroiribani'aha adani judeus kaija'ari vaka'ojomo'iva abono. Vaabono vani'a'aha:<CM>
41,2,7,—Jahariki ida Jesus kavarani. Deus ka'oa bikaabokaki ida hojai asohiriki na'birani. Deus hiriha ada Jesus.<CM>
41,2,9,Oanaihotaki bana ada makhira. Oanaihotavini avanokiha; avarigaki jaboni ida kidihojai asohiriki ona'bira'avini okaaboka'avini.<CM>
41,2,10,Deus hora karonavini hiki ija'ari kahojai asohiriki-ra ona'biravini. Hovani ija'ari hahavi vakadi'aajo ho — va'ora ni'aha ada Jesus.<CM>
41,2,11,"Hari. Makhira jo'o aba'oronisiagaki-ra ni'aha:<CM>—Gaa'a! Ijorani-ra nabiini'a, igorania okha'a bana!<CM>"
41,2,12,"Hari. Vanokivini kaba'i, jorakia aihota'aha ada makhira. Gaa'aha, jorana-ra nabiini'aha, gorana okha'aha. Oniaroa, ija'ari vanokiva vakava'ibodivaranikaraho'aha. Deu-ra khai vani'a'aha:<CM>—Jaha'oamanija hida Deus kabadani anokibiininiki hidakaba'i.<CM>"
41,2,13,"<TS1>Jesua bikaboa'iki ada Levi vaipohihana hira kaimoni<Ts><TS3><i>(Mateus 9.9-13; Lucas 5.27-32)</i><Ts>Hari. Ajihi'ianaha ada Jesus. Galiléia ka'dakonia okhanai'ianaha. Ija'ari vaipohiki vajoroni'aha kidiania, va'ora ka'ojomo'i'aha."
41,2,14,"Adahana kaba'i binokiha ada Levi. Alfeu kaisai ada Levi. Imposto gathaniva abono ada Levi. Imposto kajinironi ida arabo kaka'da'dini kabadani kaimoni.<CM>Hari. Imposto kagorania vithi'aha ada Levi. Jesua bini'a'aha:<CM>—Hora vaipohiha'a bana.<CM>Gaa'aha ada Levi, Jesu-ra vaipohiha'aha.<CM>"
41,2,15,"Oniaroa, naothinia, Levi gorana avikha'aha adani Jesus, vakaikahi'aha, avikhajakosi'aha. Vi'baiha adani Jesus, kidipohi khama. Vi'baiki kidiania jaboni adani imposto gathaniva abono vaipohiki. Vakadiania vahojaki jaboni adani ija'ari hojai jaharikia vakahojaiki. Va'oaniaro Jesu-ra vavaipohihaki jaboni.<CM>"
41,2,16,"Hari. Judeus kaija'ari vaka'ojomo'iva abono va'ora vanokiha adani Jesus vi'baijabanaki. Farisio vihiki adani ija'ari ka'ojomo'iva abono.<CM>Farisio va'ora vanokiha adani Jesus vi'baijabanana, Jesus ipohina-ra va'ora vanana'dohi'aha:<CM>—Niha nimanira ada Jesus 'baijabanaki imposto gathaniva abono vakadiania? Hojai jahariki namonahava abono vahoariha vakadiania 'baijabanaki jaboni ada. Akadihojai hipa'itxirihi hida a'baina vakadiania — Jesus ipohina-ra va'ora vani'aha adani farisio.<CM>"
41,2,17,"Jesua bikamitha'ihi ida vakadina'dohi. Va'ora ni'a'aha:<CM>—Onofiki ida va'ora oakava'ijoavini, oniani ida vakadiania hora no'baijabanaja. Kavamoni vani fori hija ida ija'ari kahojai asohiriki. Ni-va'ora obaranahaki adani hojai asohikia vakahojaiki. Mijiko fori ohiki ho. Vakavamoniki vani adani mijiko-ra vanofira. Vakavamonirikia ni-vanofiki ada mijiko. Hojai asohirikia vakahojaiki vani hadani va'ora obaranahara vakava'ipahinija kaimoni ida vakadihojai asohiriki — va'ora ni'aha ada Jesus.<CM>"
41,2,18,"<TS1>Ija'ari vi'bairina vahojana varani hini hida<Ts><TS3><i>(Mateus 9.14-15; Lucas 5.33-35)</i><Ts>Hari. João Batista ipohina ni-mahi hahavi vi'baiki. 'Bai-ra vavahojavini kaba'i, vi'bairina vahojana Deu-ra vara vani'ara kaimoni. Farisio vahojana hiki ida jaboni.<CM>Hari. Vahoariha vani'aha ada Jesus:<CM>—Vi'bairina vahojaki adani João ipohina, farisio khama, Deu-ra vara vani'aka'oara kaimoni. Vahojana oamani oni. Kadaipohi vakadihojai hirihi hida. Niha vakhanimanira adani kadaipohi vi'bairina vahojariki Deu-ra vara vani'aka'oara kaimoni?<CM>"
41,2,19,"Oniaroa, Jesua bigathanihi ida vaathi:<CM>—Vakadiania ohojahaha'oadahana mani ida vi'bairina va'ora nahojarija. Maisa fori ohiki ho. Kanori abono ihinika kania vahojana vani fori vihira adani oipohina. Vi'baijahakiki adani kanori abono. Onivani fori vihira adani oipohina."
41,2,20,"Khaki bana ida mahi vakadiania oakara'ona kamahini, oniaroa, ni-'bai havahani-ra vanofiki mahi hahavi Deu-ra vara vani'aka'oara kaimoni — niha ada Jesus.<CM>"
