Book,Chapter,Verse,Scripture
40,12,43,"<TS1>Hyrikoso isapybara ziksizo.<Ts>— Ihyrikoso sapybara maku ekze poize pitabaka zuba. Maku wahoro wata, atakta ihyrikoso sapybara sapy nikara. Hyrikoso isapybara tseheha bo pitabaka. Taty byryhabyita tu hana eze tabyrywy myziberiki."
40,12,44,Iwaze tapetu isopyk:<CM>“Piksizo. Nezeba maku ekze ikzoihik atabo hi piksizo” my. Kyze anasapy bozo. Zumuze batu ihyrikoso sapybara. Iwaze wahoro bo itsarawybyita wata. Tsiziurẽna wahoro itsytsykyha niy. Maku wahoro wata niy.<CM>
40,12,45,"Kyze niparakzo. Hyrikoso sapybara nisihobykzo. Ustsa bo, sete ispe my:<CM>“Panytaha! Katuk tsimahaktsa. Maku bo tsimaha” mykara. “Atakta anaeze mysapy ziknakara. Ibo pororo tsimykaranahaktsa! Ituk tsimypykyknaha” niy. Iwa hyrikoso sapybara simysapybyikitsa maku bo nisioktyhyryk. Maku tuk mynapykyryknaha.<CM>Tapara maku batu iaku ihyrikoso sapybara estuba ituk. Abaka tisukatsihikrẽta babata iakubyikita hyrikoso sapybara oito humo. Iwa ikiahatsa niwatihi batu simysapy tsimaha — Sesus niy.<CM>"
40,12,46,"<TS1>Sesus je itukytsa iwatsa ibo zumunaha.<Ts>Iwaze Sesus myzubaha bo nipamykysokoze taje tukytsa kino niwatihi zumunaha. Batu ibo zikzumunaha, kytsa pokso ba zikzumunaha. Asahi:<CM>— Katsaktsa Sesus bo tsimypamykyso tsihikiknaha — niaha."
40,12,47,Iwaze tohi Sesus pe niy:<CM>— Aje atukytsa niwatihi ape baze maha. Atuk mopamykyso tsihikiknaha — niy.
40,12,48,Sesus:<CM>— Aty skaraba kajebabatatsa hawa hatsa skaraba katuk kytsa babatsa — niy.<CM>
40,12,49,"Iwaze tatsyhyrype ty zinymyrykynahatsa nisiwatawy:<CM>— Iktsa tsimahaktsa! Asahi kaje watatsa, sihumo kamypokzitsiarẽta kaje watatsa mykara. Asaktsa katukytsa watsa, sihumo kamypokzitsiarẽta katukytsa watsa mykara."
40,12,50,Aty zeka kazo bijoikpe eze tu iharere bo zuba hyỹ mykara asahi kajebabaza katukytsa babatsa — Sesus niy.<CM>
40,13,1,<TS1>Sesus nisihyrinymyryky mysipariknahaze ky soho.<Ts>Kyze nawa zuruze Sesus wahoro eze zoi. Karireja pihikzotsabyri baze nidyhyky kytsa nisihyrinymyryky. Deus tyryktsa soho nisihyrinymyryky.
40,13,2,"Sizubarẽtsa ibaze niriktotohokonaha. Zihyrizabaiknaha. Iwaze tsaraha bo takoro, anaeze dyhy niy. Kytsa sizubarẽtsa zarape sak eze niriktotohokonaha iharere ziwabykynaha."
40,13,3,"Nisihyrinymyry. Nipamykysoko atahi nisihyrinymyryky. Hawa kytsa mektsaktsa Deus harere humo maha, wastuhu iharere bo hyỹ nikaranaha ustsaktsa batu yhỹ nikaranaha ana humo hi nisihyrinymyryky. Atahi:<CM>— Kyze maku waratok bo niy. Atahi nisiparikik."
40,13,4,Nisiparikikze ske sak buruk wastuhu natsukunaha asaktsa piyktsa zumukunaha nisihorozukbaiknaha.<CM>
40,13,5,Iwaze mektsatu nisiparikikze harahareziktsa bo inatsukunahatsa. Iaksukpe bete tu zipokonaha iwatsahi niakbabaiknaha harahareziktsa humo niakbabaiknaha.
40,13,6,Batu siharatatsaka. Iwatsahi niakbabaiknaha haramwe humo niakbabaiknaha.<CM>
40,13,7,"Iwaze ustsa nisiparikikze inikoso bo hi inatsukurunaha. Tahaypykyknahaze, ini saha humo hi batu tahatypyk, niakbabaiknaha.<CM>"
40,13,8,Iwaze ustsa riktsa jytykziuha bo inatsukunahatsa. Niahatsahi tahaypykyknahaze tahasuknaha nipopobaiknaha. Asahi niubaranahaze tirĩta riktsa. Ustsa niwatihi niubaranahaze sesẽta riktsa. Ustsaktsa niubaranahababa sẽ riktsa. Sizubarẽtsa hiba riktsa ty siytyk tisapyrẽna bo nisiparikik. Iwa hỹ.<CM>
40,13,9,Kaharere tsiwabynaha zeka wabyziutaha! — niy.<CM>
40,13,10,<TS1>Hawa Sesus nisispirikpoko.<Ts>Kyze zinymyrykynahatsa ibo niaha. Asa zuba ibo nipamykysokonaha:<CM>— Amy skaraba riktsa soho kytsa tsimysihyrinymyryky — niaha.<CM>
40,13,11,— Deus kaharere ahabo piwatawy tsihikik pahahyrinymyry tsihikik. Deus tyryktsa soho pahawatawyky. Ikiahatsa kasoho ezytyk humo yhỹ tsimaha. Deus tyryktsa tsimoziknaha. Ustsa batu. Iwatahi tsasohowy humo tysihyrinymyryky.
40,13,12,Aty zeka kaharere tsikaeni zuba pinymyryky Deus ibo mopamykysotohi my. Atakta pihyrinymyrytsihik zeka mopamykysotohi. Aty zeka kaharere batu ihyrinymyry batu ihyrinymyry za. Batu amy tohi Deus ibo ba zik pamykysozo. Hawa ha ty botu zinymyry ana kino pispiriktsokda.
40,13,13,Iwatahi tsasohowy humo kytsa mysihyrinymyry. Asaktsa iktsazuba maha batu sihyrinymyry. Piwabykynaha zuba batu sihyrinymyry. Kaharere bo batu yhỹ zikaha.
40,13,14,Hawa Deus sohokotsa Isaijas tubabatu ziwatahaka atsatu mykaranaha. Atahi:<CI><PI>“Tsiwabyikiknaha batu ahahyrinymyry hỹ.<CI><PI2>Tsiksisuparaikiknaha batu ahahyrinymyry hỹ” niy.<CI>
40,13,15,"<PI>Asaktsa kytsa batu simytsatyhy piwabynahaze tahaty spioki zuzuk sisopyk,<CI><PI2>iwatsahi batu waby zikaha. Iwa hawa wasani abaka batu iktsa zikaha, hawa wasani abaka batu ziwabynaha.<CI><PI>Iktsaziu maha zeka hawa wasani mytsaty maha.<CI><PI2>Piwabytoktokonaha zeka, simysapybyitsa ty mykaranaha pimoewy tsihikiknaha.<CI><PI>Iwaze Deus simysapybyri ty nikaranaha mysiokzohik iwaze mysizororowy — niy.<CI><PI0>Iwa Deus sohokotsa Isaijas tubabatu ziwatahaka abaktsa kytsa soho, asahi kaharere piwabynaha zuba batu sihyrinymyry tsihikik.<CM>"
40,13,16,— Ikiahatsa ahakurẽtsa tsimaha. Hawa motsasoko Deus tyryktsa soho tsipiwabytoktokonaha ahahyrinymyrẽtsa. Hawa mykara ana kino iktsaziu tsimaha ana humo hi ahahyrinymyrẽtsa. Iwatsahi ahakurẽtsa tsimoziknaha.
40,13,17,"Kaharere tsiwabytoktonahaktsa! Tubabatu Deus sohokotsa, asaktsa Deus harere bo hyỹ nikaranaha niwatihi hawa ikiahatsa tsiwabynaha ana kino ziwaby tsihikiknaha. Batu zikaha. Amy ty iktsa tsimaha ana kino ziny tsihikiknaha. Batu zikaha. Ikiahatsa hi kaharere tsinymyrykynaha. Ikiahatsa hi kabo iktsa tsimaha iwatsahi ahakurẽtsa tsimoziknaha — niy.<CM>"
40,13,18,<TS1>Hawa siriktsa soho ty mymyhyrinymyryky.<Ts>— Abaka wabytoktoktaha! Amy ty tsasohowy sipariktsa soho pahawatawy. Asaktsa kamyspirikpowy ezytyk humo hyỹ maha zeka Deus tyryktsa moziknaha.<CM>
40,13,19,"Aparakbaha Deus wasania ty piwabynaha. Asahi riktsa watsa ske sak bo inatsukunahatsa. Asahi Deus wasaniha piwabykynahaze Satanas sibo mozumuze Deus harere ziakse. Kytsa sihyrinymyrybyitsatuze Satanas Deus harere ziakse piyktsa hyrity watsa, iwatsahi Deus wasaniha humo batu sispirikpo.<CM>"
40,13,20,Ustsa Deus harere piwabykynaha. Asahi riktsa watsa asahi harahareziktsa bo inatsukunahatsa siharatatsa zuba byitsa watsa. Taparaka wasaniha ziwabykynahaze sakurẽtsa.
40,13,21,"Iwaze riktsa wytyk supe bete inatsukunahatsa watsa asahi tsikaeni zuba zinymyrykynaha. Tsihokdaharẽna zeka Deus harere bo batu yhỹ zikaha, iharere humo nispiriktsokdanaha. Ustsa kytsa Deus harere zimyijakanahaze Deus wasania ty zerekeknaha. Deus humo sispirikpobyitsa hi nikaranaha.<CM>"
40,13,22,Ustsa Deus harere piwabykynaha. Asahi riktsa hyrity watsa inikoso bo inatsukunaha. Wasaniha piwabykynahaze tahanamy bo zuba mytsaty mytsaty nikaranaha. Tahanamy mozihikiknaha zuba. Deus harere humo sakubyri zumunahaze ihumo batu sispirikpo. Asahi wihara waha batu jakuk.<CM>
40,13,23,Ustsa Deus harere piwabykynaha. Asahi riktsa jytykziuha bo inatsukunaha hyrity watsa. Ustsa kytsa Deus harere ziwabynahatsa watsa. Deus wasaniha piwabyziukunaha. Piwabynahaze iharere humo sispirikporẽtsa Deus harere bo hyỹ mykaranaha. Iwatsahi wihara nijakuk. Wastuhu niubaranaha tirĩta riktsa. Ustsa niubaranaha sesẽta riktsa. Ustsa niubaranaha sẽ riktsa. Sizubarẽtsa hiba — niy. Deus tuktsa niwatihi iharere bo hyỹ mykaranahaze simysapyrẽtsa moziknaha wihara nijakuk naha waha. Iwaze hawa kytsa Sesus ihyrinymyrywy ezytyk piwabykynaha iwaze tysihyrinymyryky.<CM>
40,13,24,<TS1>Towahaditsa soho humo kytsa nisihyrinymyryky.<Ts>Kyze usa soho sibo nipamykysokozo. Deus tyryktsa soho humo nisihyrinymyryky. Sesus tihi:<CM>— Maku tsuhuk bo riktsa nisiparikik. Tiriko riktsa tisapyrẽna waratok buruk nisiparikik.
40,13,25,"Unata zurubanahaze isukyrytsa itsuhuk bo izumu. Kytsa papatu towahaditsa nisiparikik, tirikotsa tazahara buruk towahaditsa nisiparikik, nesepykze ziksizo."
40,13,26,Kyze tiriko zipokonahaze towahaditsa tuk zipokonaha. Tiriko towahaditsa tuk tayhapykyknaha.<CM>
40,13,27,Iwaze tsumuẽhĩtsa tsihitsa pe “O mypehakatsa riktsa tisapyrẽna zuba atsuhuk eze tsiksiparikik. Hawa sa towahaditsa tiriko tuk taypyknaha” niaha.<CM>
40,13,28,"“Kasukyrytsa iwa niy, atahi towahaditsa nisiparikik” niy. Iwaze sitsumuẽhĩtsa tihi:<CM>“Towahaditsa sa tahaboboknaha” niy.<CM>"
40,13,29,“Batu. Towahaditsa tsimysiboboknaha zeka tirikotsa tuk tu tsimysiboboknaha byri tsinasiboboknaha. Siharatatsa tuk tu nisiakwarabaiknaha. Byriktsa!”
40,13,30,"Abaka niwatihi zitahaypyknaha. Aibani tirikotsa muanahaze tu kytsa mysipurunaha. Ispe my:<CM>“Tapara towahaditsa tysiboboknahaktsa! Tsimysiboboknahaze haĩhaĩ tsimaha, izo bo tysioktsotsoknaha. Kyze tirikotsa tysipurunaha katirikododowytsa bo tysizozonaha” my.<CM>Yhỹ niaha. — iwa Sesus tiriko soho towahaditsa niwatihi nitsasoko. Aty Deus harere bo hyỹ mykara zeka tiriko watsa. Aty Deus harere bo yhỹ habyi zeka towahaditsa watsa my ana humo hi nisihyrinymyryky.<CM>"
40,13,31,<TS1>Sirikbuzubyitsa soho humo nisihyrinymyryky.<Ts>Kyze usa soho humo sibo nitsasoko. Deus tyryktsa soho humo nisihyrinymyryky. Sesus tihi:<CM>— Deus tyryktsa sirikbuzubyitsa watsa. Mostarada riktsa watsa niy. Maku waratok eze ziparikze.
40,13,32,Ziktsa buzubyitsa tuze ziponaha. Taypykze hwi puẽtsikbyita mozik. Tisarapatsazubarẽta. Iwaze piyktsa isarapatsa bete tahasukuknaha — niy.<CM>Iwa nitsasoko hawa Deus tyryktsa sizubarẽtsa moziknaha. Hawa mostarada nisiubara iwatsa Deus tyryktsa mysiubaraka.<CM>
40,13,33,"<TS1>Atsikara pytowy soho humo nisispirikpoko.<Ts>Kyze Sesus usa soho humo sibo nitsasoko Deus tyryktsa soho humo nisihyrinymyryky. Atahi:<CM>— Deus tyryktsa atsikara pytowy hyrity waha. Wytyk tiriko tsizubarẽna ty, iwaze ipytowy ty tsikaeni zuba tiriko eze nitsakyky iwaze napytoko. Abahi atsikara ziharazoko — niy.<CM>Iwa nipamykysoko Deus tyryktsa soho. — Taparaka Deus tyryktsa hudikhudikwy eze estuba zuba. Aibani nanabyitaba kytsa Deus tyryktsa moziknaha — Sesus niy.<CM>"
40,13,34,<TS1>Taparaka iokpitsĩ hatuk anasoho hi kytsa mysihyrinymyryky.<Ts>Iwaze Sesus isoho tsizubarẽna myzubaha bo nipamykysoko. Iwa Deus tyryktsa soho humo nisihyrinymyryky. Kytsa nisihyrinymyrykyze isoho humo zuba nipamykysoko.
40,13,35,"Iwa niyze hawa ha ty Deus sohokotsa tubabatu ziwataha atsatu nikara. Deus sohokotsa tihi:<CI><PI>— Uta isoho humo kytsa mysihyrinymyryky.<CI><PI2>Isuknihibyize Deus ispirikpowy iokpitsĩ<CI><PI>abaka kytsa mysihyrinymyry isoho humo — niy.<CI><PI0>Deus sohokotsa, tubabatu ziwataha iwa Sesus atsatu nikara.<CM>"
40,13,36,<TS1>Hawaha towahaditsa soho humo nimyhyrinymyrykyzo.<Ts>Kyze Sesus kytsa sizubarẽtsa nisierekze wahoro bo nitsuk. Zinymyrykynahatsa ibo zumunaha. Ipe niaha:<CM>— Hawa ha sa tiriko towahaditsa soho mybo tytsasoziu — niaha. Iwaze sibo nitsasoko.
40,13,37,"Aty wata ja:<CM>— Tiriko riktsa itsuhuk eze nisiparikik utakta Deus zikpehata kytsa wata ikyzik, tawata atakta riktsa nisiparikik, utakta Deus harere ty mysihyrinymyryky."
40,13,38,Itsuhuk mybarawy ezektsa watsa. Tiriko riktsa tisapyrẽtsa Deus tyryktsa watsa ituktsa maha. Towahaditsa hi Satanas tuktsa watsa.<CM>
40,13,39,Sisukyrytsitsa towahaditsa nisiparikik atakta Satanas hyrikoso sapybara pehakatsa watsa. Ziubara mybarawy nepykze wata astatu my. Asaktsa nisiubara mysipurunaha bijoikpe iknyktsa Deus tsumuẽhĩtsitsa watsa maha.
40,13,40,Towahaditsa tysipurunaha izo bo tysioktsotsoknaha iwaze Deus Satanas tuktsa sinini ykarawy bo mysipehahik.<CM>
40,13,41,"Utakta Deus zikpehata kytsa wata ikyzik, utakta bijoikpe iknyktsa Deus tsumuẽhĩtsitsa mysipeha mybarawy ezektsa bo my. Asaktsa kytsa mysimyiwynahatsa asahi simysapybyikitsa tu nikaranaha."
40,13,42,"Izo bo tysioktsotsoknaha, sinini ykarawy bo tysipaparanaha. Anaeze niakmyinahatsa tahatsaputsa ty dydydy mykaranaha. Tahakyrikinaha humo mopuziukunaha.<CM>"
40,13,43,Iwaze kytsa Deus harere bo hyỹ mykaranaha wasani mykaranaha haramwe haneze watsa. Jekyrikoso watsa maha. Deus tuktsa soho “O ikiahatsa ahamysapyrẽtsa” my. Kytsa niwatihi sibo iktsa mahaze “O simysapyrẽtsa” mykaranaha. Deus tahazo tuk tahawahi mynapykyknaha — Sesus niy. — Kaharere tsipiwabynaha zeka tsiwabytoktonaha — niy.<CM>
40,13,44,"<TS1>Maku tisapyrẽna tsipokzitsiarẽna zikaha naha humo nisihyrinymyrykyzo.<Ts>Kyze Sesus usa soho humo sibo nitsasoko Deus tyryktsa soho humo nisihyrinymyryky. Atahi:<CM>— Deus tyryktsa tisapyrẽna tsipokzitsiarẽna waha ty. Maku tsuhukze tisapyrẽna tsipokzitsiarẽna zikaha. Atsoko ziytykikzo ziokpitsĩhikzo. Tsakurẽta anamy tsizubarẽna okyrysaro humo zihuak. Iwaze itsuhuk tsihitsa bo, itsuhuk okyrysaro humo zihuakak iwaze tisapyrẽna ty tsipokzitsiarẽna ziakse. Ikiahatsa Deus tyryktsa tsimyzihikiknaha zeka sakurẽtsa maku wata, atakta tisapyrẽna tsipokzitsiarẽna ziakse niy.<CM>"
40,13,45,<TS1>Maku perora tisapyrẽnikia ty zuba ziakse naha humo nisihyrinymyrykyzo.<Ts>Kyze Sesus nitsasokozo:<CM>— Deus tyryktsa maku wata atahi peroratsa ty ziakse. Perora haraharezipyryktsa sipokzitsiarẽtsa. Perora tisapyrẽnikia ty zuba ziakse tsihikik.
40,13,46,Perora isapyrẽnikia zikahaze tanamy tsizubarẽna okyrysaro humo zihuakak iwaze perora isapyrẽnikia ziakse. Perora humo tsakurẽta my. Ikiahatsa ahakurẽtsa iwatsa Deus tyryktsa tsimoziknaha.<CM>
40,13,47,<TS1>Tõhõryk soho humo nisihyrinymyrykyzo.<Ts>Kyze Sesus Deus tyryktsa tõhõryk waha my. — Piknutsa tõhõryk bo sasabyitsa sizubarẽtsa piknutsa inapupukunaha.<CM>
40,13,48,Inahareknahaze piknutsa hokyktsitsa nimyra eze nidyhydyhykynaha. Piknutsa nisinykynaha sisapyrẽtsa ty nataba sisapybyitsa ty natabaha niaha. Piknutsa sisapyrẽnikitsa ty ka peryk bo nisipupukunaha. Piknutsa sisapybyitsaktsa ty ka nisipaparakanaha.<CM>
40,13,49,Mybarawy mopykze iwa my. Bijoikpe iknyktsa Deus tsumuẽhĩtsitsa mozumunaha. Kytsa simysapyrẽtsa asaktsa Deus harere bo hyỹ mykaranaha Deus bo mysioktyhyryknaha. Simysapybyikitsa kino niwatihi metutu mykaranaha.<CM>
40,13,50,Simysapybyikitsa izo bo mysioktsotsoknaha sinini ykarawy bo maha. Anaeze simysapybyikitsa tahatsapu ty dydydy mynakaranaha. Tahakyrikinaha humo mynapuziukunaha — niy.<CM>
40,13,51,"<TS1>Ibyky harere tsiwabynaha, hawa ha ty abaka harere tsipiwabynaha ana humo kino tsinymyrynahaktsa kytsa.<Ts>Kyze Sesus tuk zinymyrykynahatsa pe niy:<CM>— Kaharere ja tsinymyrynaha — niy.<CM>Yhỹ niaha.<CM>"
40,13,52,"— Kyze niwazuba asaktsa zinymyrykynahatsa babatsa Deus tyryktsa tuk sihyrinymyrykytsa moziknaha. Wahoro tsihitsa watsa, anamy zozowy eze wahoro ezektsa bo nyny my. Iwata sinymyrykytsa kytsa bo mysihyrinymyrykynaha. Hawa ty botu ziwabynaha Moises harere mysihyrinymyrykyzo kaharere ezytyk humo kino niwatihi kytsa mysihyrinymyryky aba zuba anasoho piwabykynaha — niy. De.<CM>"
40,13,53,<TS1>Sesus Nasare eze.<Ts>Sesus nitsasobaze anaeze niparak.
40,13,54,Nasare bo niukuru anaeze hi taypykyryk naha bo zumu. Deus wahoro bo nitsuk. Anaeze kytsa nisihyrinymyryky. Ihumo sipybyrẽtsa. Asa tihi:<CM>— Atakta hawa zinymyryky. Hawa myhyrinymyrywy babaha ja. Aty ja zispirikpoko. Amy ty kytsa batu zikaha ana ty hi mykara. Aty zikwy sa ituk mynapykyryk — niaha. Iwa asa zuba nipamykysokonaha.<CM>
40,13,55,"— Hwitsa bikitsa tse ja. Hawa skaraba Maria ije. Hawa skaraba Tsiaku, Sudas, Soses, Simaõ ahatsa itukytsa maha."
40,13,56,Ituk kykyryk mytuk mopykyryknaha ja. Iwaze izikwy ihyrinymyrywy babaha iwa hana eze sa zinymyryky — nikaranaha. Iwatsahi ihumo batu sispirikpo.<CM>
40,13,57,Ihumo kyze ky sisopyk. Sesus ispe niy:<CM>— Nanabyitaba kytsa Deus sohokotsa harere piwabynaha. Atakta tahudikhudikwy eze tuze ka batu wasani zikaha. Tawahoro ezektsa tu zeka batu wasani zikaha. Itukytsa tukze ka batu wasani zikaha — niy.<CM>
40,13,58,Sesus Nasare eze tu zikwy batu watawy. Amy ty kytsa batu zikaha Nasare eze tu batu zik. Kytsa ihumo sispirikpobyitsa tu iwatahi zikwy batu watawy.<CM>
40,14,1,<TS1>Suão Batista hyrikosokdawy.<Ts>Iwaze Erodes Karireja ezektsa pehakatsa Sesus soho ziwaby. Sesus zikwy humo nikara amy ty kytsa batu zikaha izikwy humo nikara ana ziwaby.
40,14,2,"Iwaze Erodes tatsumuẽhĩtsitsa pe:<CM>— O atahi Suão Batista, inahyrizikpo iwatahi tsizikwyrẽta amy ty kytsa batu zikaha ana ty hi mykara — mytsaty ahabyi nikara.<CM>"
40,14,3,<sup>(3-4)</sup> Tapara Suão Erodes pe niy:<CM>— Ikia Deus harere humo batu hỹ tsimy. Deus harere humo usta oke ba ziakse. Ikia ja. Atsy oke Erodias tsiakse iwatahi Deus harere bo batu yhỹ tsimy. Batu wasani tsimy — nikara. Ana harere humo Erodes takyriki. Kyze Erodes sodadutsa pe:<CM>— Suão tyzioktyhyknaha! Sakyriukrẽnikitsa hurukwy bo tytsahurukiknaha. Anaeze tsipawaranaha — niy.<CM>Hyỹ niaha. Iwa hỹ.
40,14,4,(-)<CM>
40,14,5,"Erodes Suão zibeze tsihikik. Kytsa Sudeutsa humo batu zik. Kytsa Suão soho:<CM>— O atakta Deus sohokotsa my — nikaranaha. Iwatahi Erodes batu tybeze, kytsa mymyhudizunaha pokso."
40,14,6,Iwaze Erodes ipurukwy zumuze mytsaty nikaranaha. Tumy tsizubarẽna nikymynahaze. Imyikaha humo tumy tsizubarẽna nikymynahaze sizubarẽtsa siakzohotsa huahua niaha. Sizubarẽtsa imyikaha bo zumunaha. Erodias hi Erodes oke my. Atatsa ste tsarawybara bo kytsa okze nikariki. Kytsa sakzohotsa okze nikariki atatsa humo nakokonaha.
40,14,7,Iwaze Erodes ihumo tsakurẽta iwatahi ipe niy:<CM>— Amy tsimyzihikik kabo tsimyzapyky zeka atsatu abo nyny my — niy.<CM>
40,14,8,Kyze Erodias tatsapusare tsihikik. Suão harere humo iwaze tatsa taste pe:<CM>— Suão harek ty tuzapykyky — niy. Iwaze ije harere humo atatsa tihi:<CM>— Suão Batista harek ty kabo nyny tsimy. Aidy mypewy eze iharek ty kabo nyny tsimy iwaze nihyrikosokda my iwahi mozihikik — niy.<CM>
40,14,9,"Kyze Erodes tisukatsihikrẽta. Sudeutsa ihumo ba ziktahakyrinaha. Iharere Deus bo nitsaso, anaharere sakzohotsa okze niwatihi nitsasoko, ana ty kino mytsaty nikara."
40,14,10,Iwatahi sodadu pe:<CM>— Suão Batista harek ty bokokik ty! Sakyriukrẽnikitsa hurukwy bo tsimy anaeze isoik buruk bokokik ty. Iharekty kabo wabehyrykty — niy.<CM>
40,14,11,"Yhỹ niy. Suão Batista harek ty bokokik mypewy eze korohyk niy, niytahi atatsa bo wabehyryk niy. Kyze atatsa taje bo nyny niy.<CM>"
40,14,12,Kyze Suão zinymyrykynahatsa zumunaha sakyriukrẽnikitsa hurukwy bo zumunaha inury zuba ziytyknaha. Iwaze nitururuknaha Sesus bo zumunaha. Hawa niy Sesus bo nipamykysonaha.<CM>
40,14,13,"<TS1>Sesus kytsa sizubarẽtsa nisidisahawyky.<Ts>Sesus Suão soho ziwabyze niparak. Pihikzotsabyri bo. Iwaze ituktsa tuk tsaraha bo kokokorohyk, jerukbara bo koikny niaha, batu aty tohi isapy bo niaha. Kytsa sizubarẽtsa isohowy zinymyrykynaha iwatsahi, — O Sesus bo tupaktsa! — niaha. Iwaze ibo hara taba niukurunaha. Zitabakanahatsa tu jerukbara bo tapara zumunaha.<CM>"
40,14,14,Kyze Sesus tsaraha nipoze kytsa sizubarẽtsa bo iktsa niy. Sihumo tsimypokzitsiarẽta iwatahi simyitsapyritsa nisizororowy.<CM>
40,14,15,"Nubaze zinymyrykynahatsa ituk nitsasokonaha:<CM>— O Sesus, abaka punubaka batu mydisahawyky. Tykara eze ka batu mydisahawyky. Kytsa tysipehakta! “Ahahudikhudikwy boktsa! Ahadisahawy tyzebykyknahaktsa” tsimy — niaha.<CM>"
40,14,16,— Kyzekta nabytykara ezetu. Ikiahatsa hi sidisahawy ty sibo nyny tsimaha! — niy.<CM>
40,14,17,"— Katsa zuba atsikara mytsyhyry wa zuba piknutsa kino petok zuba tsimaha, iwaze kino ke ba nawatsatu ba zik mydisahanaha — niaha.<CM>"
40,14,18,— Ana ty hi kabo wabehyryk tynaha — niy.<CM>Yhỹ niaha.<CM>
40,14,19,"Iwaze Sesus sizubarẽtsa pe:<CM>— Dyhy dyhy tahaktsa! Parakbaha dyhy dyhy tahaktsa! — niy.<CM>Hyỹ niaha. Towahaditsa sisapyrẽtsa bete tahadyhydyhykynaha. Iwaze atsikara ty piknutsa ty iwahaty okok niyze bijo bo iktsa niy. Deus pe:<CM>— Ikia humo ka mykurẽtsa — niy. Atsikara zitsakze zinymyrykynahatsa bo nyny niy. — Sibo nynytahaktsa! — niy. Kytsa bo zibiakaknahaze tsizubarẽna niyzikik nyny nikaranahaze kino hawa zuba ja nikara. Piknutsa kino niwatihi, sizubarẽtsa nisisukniwy.<CM>"
40,14,20,Kyze kytsa tihi:<CM>— O tsikmyksorokbanaha — nikaranaha. Tahadisahabanahaze itsatsakyhy ha jerehe peryktsa eze zipukpukunaha dose peryktsa zinymyrykynahatsa inasihareknaha.
40,14,21,"Kytsa, sĩko miutsa tahadisahakanaha. Wytykyryk sihyrytsa iwatsa sizubarẽtsa tahadisahabanaha. Abazuba hiba.<CM>"
40,14,22,<TS1>Sesus pihik tsiksukpe buruk niukuru.<Ts>Kyze aidy Sesus tuk zinymyrykynahatsa pe:<CM>— Tsaraha boktsa! Kaharaze pihikzotsabyri koikny typunahaktsa kytsa! Bykyze pomo — niy.<CM>Yhỹ niaha. Zinymyrykynahatsa pihik koikny zitsikzanaha. Iwaze Sesus kytsa sizubarẽtsa nisipeha:<CM>— Ahawahoro bo tsiksinahaktsa! — niy. Nitururuknaha.
40,14,23,Kytsa sizubarẽtsa nitururukbanahaze Sesus tapetu isopyk:<CM>— Kazo bo mopamykysoko. — Kyze hara bo nido. Deus bo nipamykysoko. Zunubakaze ata zuba Deus bo nipamykyso.<CM>
40,14,24,"Kyze zinymyrykynahatsa pihik tsikpukteze, ziturikinahaze zopoktsa nabybyknaha. Pihik ihiridawy hyrity waha niyzik zopoktsa humo.<CM>"
40,14,25,Zokorobyitu Sesus sibo zumu. Miwa botu kytsa pihikzotsabyri tsikpukteze sibo niukuru. Pihik tsiksukpe buruk niukuru.
40,14,26,"Sibo zumubanize sipybyrẽtsa nikaranaha. Sesus pihik tsiksukpe buruk niukuru tapokso kakaik niaha, sipybyrẽtsa nikaranaha:<CM>— O myhyrikoso ja — nikaranaha.<CM>"
40,14,27,Sesus tihi:<CM>— Ahapyby byihu ja! Ahapunihikrẽtsaktsa kytsa! Uta hiba — niy.
40,14,28,Iwaze Peduru tihi:<CM>— O mypehatsa ikia hehỹ my zeka kape:<CM>“Pany! Kabo pihik tsiksukpe buruk tynaukta” tsimy — niy.
40,14,29,"Sesus tihi:<CM>— Pany pãoty — niy. Iwaze Peduru tsaraha ekze niparak, Sesus bo pihik tsiksukpe buruk niukuru."
40,14,30,Kyze zopoktsa bo iktsa niyze tsipybyrẽta iwaze asiba niharazuk:<CM>— O kapehatsa katy paikty — niy.<CM>
40,14,31,Atsoko Sesus itsyhyrype humo paik niy. Iwaze Sesus ipe niy:<CM>— Amy pokso tsapybyrẽta “Sesus batu kamypokzitsiuk” tsimy. Amo skaraba kaharere humo batu aspirikpo. Zopoktsa pokso tsapybyrẽta — niy.<CM>
40,14,32,Tsaraha bo kokokorohyk niahaze zopoktsa pyk niaha.
40,14,33,Zinymyrykynahatsa tsaraha eze tu:<CM>— Batu aty tohi pihik tsiksukpe buruk zitaba iwaze ikia zuba Deus tse babata. Ikia humo mykurẽtsa hỹ — niaha.<CM>
40,14,34,<TS1>Kenasere eze simyitsapyritsa nisizororowy.<Ts>Kyze pihikzotsabyri koikny niaha. Byu niahaze Kenasere bo niaha.
40,14,35,Kenasere ezektsa Sesus zinynahaze paikpa nitsasokonaha. Siotutsa pauktsitsa pe:<CM>— Panytaha! Ahamyitsapyritsa Sesus boktsa! — niaha. Iwaze kytsa simyitsapyritsa Sesus bo nisioktyhyryknaha.
